external_id,building_code,name,latitude,longitude,status,country,type,serial_number,serial_numbers
Mexico_MEXGUAOFU01_FU Guadalajara 01,MEXGUAOFU01,FU Guadalajara 01,20.670673,-103.375209,Active,Mexico,office,009-809EF,009-809EF
Mexico_MEXIRAOFU01_FU Irapuato 01,MEXIRAOFU01,FU Irapuato 01,20.679253,-101.356026,Closed,Mexico,office,009-809EF,009-809EF
Mexico_MEXLEOOFU01_FU Leon 01,MEXLEOOFU01,FU Leon 01,21.117261,-101.679332,Open,Mexico,office,009-809EF,009-809EF
Mexico_MEXMNTOSO01_SO Monterrey 01,MEXMNTOSO01,SO Monterrey 01,25.671078,-100.310704,Active,Mexico,office,009-809EE,009-809EE
Mexico_MEXMXCOCO01_CO Mexico City 01,MEXMXCOCO01,CO Mexico City 01,19.431236,-99.180765,Active,Mexico,office,009-80876,009-80876
Mexico_MEXPALOFU01_FU Palenque 01,MEXPALOFU01,FU Palenque 01,17.513995,-91.991448,Active,Mexico,office,009-809ED,009-809ED
Mexico_MEXQUEOFU01_FU Queretaro 01,MEXQUEOFU01,FU Queretaro 01,20.583796,-100.403535,Open,Mexico,office,009-809ED,009-809ED
Mexico_MEXSALOFU01_FU Saltillo 01,MEXSALOFU01,FU Saltillo 01,25.456675,-100.982513,Active,Mexico,office,009-80AFE,009-80AFE
Mexico_MEXSALOFU02_FU Saltillo 02,MEXSALOFU02,FU Saltillo 02,25.390317,-101.01319,Open,Mexico,office,009-80AFE,009-80AFE
Mexico_MEXSILOFU01_FU Silao 01,MEXSILOFU01,FU Silao 01,20.93489,-101.426432,Closed,Mexico,office,009-80AFE,009-80AFE
Mexico_MEXSLPOFU01_FU San Luis Potosi 01,MEXSLPOFU01,FU San Luis Potosi 01,22.189379,-100.991287,Open,Mexico,office,009-80AFE,009-80AFE
Mexico_MEXTAPOFO01_FO Tapachula 01,MEXTAPOFO01,FO Tapachula 01,14.914734,-92.25281,Active,Mexico,office,009-809FA,009-809FA
Mexico_MEXTENOFU01_FU Tenosique 01,MEXTENOFU01,FU Tenosique 01,17.476646,-91.426451,Active,Mexico,office,009-80A00,009-80A00
Mexico_MEXTIJOFO01_FO Tijuana 01,MEXTIJOFO01,FO Tijuana 01,32.52456,-117.014948,Active,Mexico,office,009-809FB,009-809FB
Mexico_MEXTIJOFU01_FU Tijuana 01,MEXTIJOFU01,FU Tijuana 01,32.539105,-117.059923,Open,Mexico,office,009-809FB,009-809FB
Mexico_MEXTRNOFU01_FU Torreon 01,MEXTRNOFU01,FU Torreon 01,25.539418,-103.464204,Closed,Mexico,office,009-809FB,009-809FB
Mexico_MEXTUXOSO01_SO Tuxtla Gutierrez 01,MEXTUXOSO01,SO Tuxtla Gutierrez 01,16.752906,-93.143725,Active,Mexico,office,009-809F9,009-809F9
Mexico_MEXVLHOFU01_FU Villahermosa 01,MEXVLHOFU01,FU Villahermosa 01,17.994436,92.927709,Open,Mexico,office,009-809F9,009-809F9
Montenegro_MNEPODOCO01_CO Podgorica 01,MNEPODOCO01,CO Podgorica 01,42.43912,19.26232,Open,Montenegro,office,009-808A8,009-808A8
Morocco_MARRBTOCO01_CO Rabat 01,MARRBTOCO01,CO Rabat 01,33.980955,-6.832643,Active,Morocco,office,009-80858,009-80858
Mozambique_MOZMAPOCO01_CO Maputo 01,MOZMAPOCO01,CO Maputo 01,-25.95786,32.59639,Active,Mozambique,office,009-808EB,009-808EB
Mozambique_MOZNMPOFO01_FO Nampula 01,MOZNMPOFO01,FO Nampula 01,-15.11727,39.26896,Active,Mozambique,office,009-808F0,009-808F0
Mozambique_MOZPEMOSO01_SO Pemba 01,MOZPEMOSO01,SO Pemba 01,-12.96638,40.561796,Active,Mozambique,office,009-808F2,009-808F2
Myanmar_MMRBHOOFU01_FU Bhomo 01,MMRBHOOFU01,FU Bhomo 01,24.145105,97.141516,Active,Myanmar,office,009-8085E,009-8085E
Myanmar_MMRBUTOFO01_FO Buthidaung 01,MMRBUTOFO01,FO Buthidaung 01,20.868188,92.531405,Open,Myanmar,office,009-8085E,009-8085E
Myanmar_MMRHPAOFO01_FO Hpa An 01,MMRHPAOFO01,FO Hpa An 01,16.866692,97.66579,Active,Myanmar,office,009-80882,009-80882
Myanmar_MMRLOIOFO01_FO Loikaw 01,MMRLOIOFO01,FO Loikaw 01,19.668242,97.215269,Active,Myanmar,office,009-8087A,009-8087A
Myanmar_MMRMAUOSO01_SO Maungdaw 01,MMRMAUOSO01,SO Maungdaw 01,20.829961,92.405204,Active,Myanmar,office,009-808A9,009-808A9
Myanmar_MMRMYIOFO01_FO Myitkyina 01,MMRMYIOFO01,FO Myitkyina 01,25.398298,97.377503,Active,Myanmar,office,009-8087F,009-8087F
Myanmar_MMRNAYOLO01_LO Nay Pyi Taw 01,MMRNAYOLO01,LO Nay Pyi Taw 01,19.72682,96.07529,Open,Myanmar,office,009-8087F,009-8087F
Myanmar_MMRPKKOFU01_FU Pakokku 01,MMRPKKOFU01,FU Pakokku 01,21.201651,95.32921,Closed,Myanmar,office,009-8087F,009-8087F
Myanmar_MMRSITOFO01_FO Sittwe 01,MMRSITOFO01,FO Sittwe 01,20.133103,92.889403,Active,Myanmar,office,009-80E1B,009-80E1B
Myanmar_MMRYANOCO01_CO Yangon 01,MMRYANOCO01,CO Yangon 01,17.044697,96.170443,Active,Myanmar,office,009-808A8,009-808A8
Namibia_NAMWINOFO01_FO Windhoek 01,NAMWINOFO01,FO Windhoek 01,-22.56499,17.0984,Open,Namibia,office,009-80874,009-80874
Nepal_NPLKATOCO01_CO Kathmandu 01,NPLKATOCO01,CO Kathmandu 01,27.735598,85.333309,Active,Nepal,office,009-807B4,009-807B4
Niger_NERABAOFO01_FO Abala 01,NERABAOFO01,FO Abala 01,14.921223,3.432929,Active,Niger,office,009-80896,009-80896
Niger_NERAGAOSO01_SO Agadez 01,NERAGAOSO01,SO Agadez 01,16.987063,8.006063,Active,Niger,office,009-80887,009-80887
Niger_NERDIFOSO01_SO Diffa 01,NERDIFOSO01,SO Diffa 01,13.322385,12.606372,Active,Niger,office,009-80E26,"009-80B62,009-80E26"
Niger_NERMDUOFU01_FU Madaoua 01,NERMDUOFU01,FU Madaoua 01,14.073264,5.950064,Open,Niger,office,009-80B62,"009-80B62,009-80E26"
Niger_NERMRDOSO01_SO Maradi 01,NERMRDOSO01,SO Maradi 01,13.29246,7.07304,Active,Niger,office,009-808BB,009-808BB
Niger_NERNIAOCO01_CO Niamey 01,NERNIAOCO01,CO Niamey 01,13.5402,2.105434,Active,Niger,office,009-808B8,009-808B8
Niger_NERNIAOFO01_FO Niamey 01,NERNIAOFO01,FO Niamey 01,13.5273,2.1048,Active,Niger,office,009-80867,009-80867
Niger_NEROULOFU01_FU Ouallam 01,NEROULOFU01,FU Ouallam 01,14.31384,2.086087,Active,Niger,office,009-80895,009-80895
Niger_NERTAHOFO01_FO Tahoua 01,NERTAHOFO01,FO Tahoua 01,14.885317,5.292669,Active,Niger,office,009-808BA,009-808BA
Niger_NERTILOSO01_SO Tillaberi 01,NERTILOSO01,SO Tillaberi 01,14.19688,1.466393,Active,Niger,office,009-808B9,009-808B9
Nigeria_NGAABUOCO01_CO Abuja 01,NGAABUOCO01,CO Abuja 01,9.057921,7.527067,Active,Nigeria,office,009-80785,009-80785
Nigeria_NGAADKOFU01_FU Adikpo 01,NGAADKOFU01,FU Adikpo 01,6.90467,9.23589,Active,Nigeria,office,009-80AAF,009-80AAF
Nigeria_NGACLBOFO01_FO Calabar 01,NGACLBOFO01,FO Calabar 01,4.98559,8.33419,Active,Nigeria,office,009-80B76,"009-80A9C,009-80B76"
Nigeria_NGACLBOFO02_FO Calabar 02,NGACLBOFO02,FO Calabar 02,4.987314,8.336955,Open,Nigeria,office,009-80A9C,"009-80A9C,009-80B76"
Nigeria_NGAGEMOFU01_FU Gembu 01,NGAGEMOFU01,FU Gembu 01,6.71559,11.26276,Closed,Nigeria,office,009-80A9C,"009-80A9C,009-80B76"
Nigeria_NGALGSOFO01_FO Lagos 01,NGALGSOFO01,FO Lagos 01,6.443565,3.410338,Active,Nigeria,office,009-80A9E,009-80A9E
Nigeria_NGAMIDGGH01_GH Maiduguri 01,NGAMIDGGH01,GH Maiduguri 01,11.81431372,13.16667874,Active,Nigeria,guest house,009-80E05,009-80E05
Nigeria_NGAMIDOSO01_SO Maiduguri 01,NGAMIDOSO01,SO Maiduguri 01,11.813766,13.134729,Active,Nigeria,office,009-80AA2,009-80AA2
Nigeria_NGAMIDWCC01_CC Maiduguri 01,NGAMIDWCC01,CC Maiduguri 01,11.84988,13.140595,Open,Nigeria,office,009-80AA2,009-80AA2
Nigeria_NGAMKUOFU01_FU Makurdi 01,NGAMKUOFU01,FU Makurdi 01,7.711691,8.529061,Open,Nigeria,office,009-80AA2,009-80AA2
Nigeria_NGAOGOGGH01_GH Ogoja 01,NGAOGOGGH01,GH Ogoja 01,6.644663,8.789733,Active,Nigeria,guest house,009-80AA3,009-80AA3
Nigeria_NGAOGOOSO01_SO Ogoja 01,NGAOGOOSO01,SO Ogoja 01,6.64401,8.796888,Active,Nigeria,office,009-80AA5,009-80AA5
Nigeria_NGATAUOFO01_FO Takum 01,NGATAUOFO01,FO Takum 01,7.26436,9.98121,Active,Nigeria,office,009-80B7A,"009-80AA1,009-80B74,009-80B7A"
Nigeria_NGAYOLOFO01_FO Yola 01,NGAYOLOFO01,FO Yola 01,9.24444,12.450953,Active,Nigeria,office,009-80A9D,009-80A9D
Pakistan_PAKCHAOFU01_FU Chaman 01,PAKCHAOFU01,FU Chaman 01,30.953057,66.438825,Open,Pakistan,office,009-807B4,009-807B4
Pakistan_PAKDALOFO01_FO Dalbandin 01,PAKDALOFO01,FO Dalbandin 01,28.887844,64.405813,Active,Pakistan,office,009-80DE7,"009-80DE3,009-80DE7"
Pakistan_PAKHRPOFU01_FU Haripur 01,PAKHRPOFU01,FU Haripur 01,33.98472,72.908867,Active,Pakistan,office,009-80A6D,009-80A6D
Pakistan_PAKISLOCO01_CO Islamabad 01,PAKISLOCO01,CO Islamabad 01,33.737772,73.129597,Active,Pakistan,office,009-80859,009-80859
Pakistan_PAKKOHOFU01_FU Kohat 01,PAKKOHOFU01,FU Kohat 01,33.604391,71.463101,Active,Pakistan,office,009-80DFC,"009-80A4D,009-80DFC"
Pakistan_PAKKRCOFO01_FO Karachi 01,PAKKRCOFO01,FO Karachi 01,24.808374,67.033483,Open,Pakistan,office,009-80A4D,"009-80A4D,009-80DFC"
Pakistan_PAKLOROFO01_FO Loralai 01,PAKLOROFO01,FO Loralai 01,30.39375,68.55582,Open,Pakistan,office,009-80A4E,009-80A4E
Pakistan_PAKPESOSO01_SO Peshawar 01,PAKPESOSO01,SO Peshawar 01,33.994345,71.489044,Active,Pakistan,office,009-80A4F,009-80A4F
Pakistan_PAKQETOSO01_SO Quetta 01,PAKQETOSO01,SO Quetta 01,30.222691,67.001546,Active,Pakistan,office,009-80A4C,009-80A4C
Panama_PANPCTOMC01_MC Panama City 01,PANPCTOMC01,MC Panama City 01,8.997789,-79.579582,Active,Panama,office,009-8092F,009-8092F
Panama_PANPCTORB01_RB Panama City 01,PANPCTORB01,RB Panama City 01,8.96501,-79.58136,Active,Panama,office,009-80869,009-80869
Panama_PANPCTORB02_RB Panama City 02,PANPCTORB02,RB Panama City 02,8.996113,-79.580458,Active,Panama,office,009-80865,"009-80865,009-80868"
Peru_PERLIMOCO01_CO Lima 01,PERLIMOCO01,CO Lima 01,-12.11879,-77.04335,Active,Peru,office,009-8079A,009-8079A
Peru_PERLIMOFO01_FO Lima 01,PERLIMOFO01,FO Lima 01,-12.07653,-77.06735,Active,Peru,office,009-807D7,009-807D7
Peru_PERTACOFU01_FU Tacna 01,PERTACOFU01,FU Tacna 01,-18.00676,-70.23609,Active,Peru,office,009-807D6,009-807D6
Peru_PERTUMOFO01_FO Tumbes 01,PERTUMOFO01,FO Tumbes 01,-3.57059,-80.45995,Active,Peru,office,009-807D9,009-80A52
Philippines_PHLMNLONO01_NO Manila 01,PHLMNLONO01,NO Manila 01,14.55691,121.01618,Active,Philippines,office,009-80DCC,009-80A52
Poland_POLKRKOSO01_SO Krakow 01,POLKRKOSO01,SO Krakow 01,50.13545,19.92936,Active,Poland,office,B12-004B7,009-80A52
Poland_POLLUBOFO01_FO Lublin 01,POLLUBOFO01,FO Lublin 01,51.29904,22.59458,Open,Poland,office,009-80A52,009-80A52
Poland_POLRZEOSO01_SO Rzeszow 01,POLRZEOSO01,SO Rzeszow 01,50.09696,21.98432,Open,Poland,office,009-80A52,009-80A52
Poland_POLWAROCO01_CO Warsaw 01,POLWAROCO01,CO Warsaw 01,52.22296,21.03731,Open,Poland,office,009-80A52,009-80A52
Poland_POLWAROFO01_FO Warsaw 01,POLWAROFO01,FO Warsaw 01,52.247109,21.060877,Active,Poland,office,009-80855,009-80A52
Qatar_QATDOHOCO01_CO Doha 01,QATDOHOCO01,CO Doha 01,25.403497,51.511587,Active,Qatar,office,009-80B5F,009-80A52
Republic of Moldova_MDACSUOCO01_CO Chisinau 01,MDACSUOCO01,CO Chisinau 01,47.026119,28.82324,Open,Republic of Moldova,office,009-80858,009-80858
Republic of Moldova_MDAOCIOFU01_FU Otaci 01,MDAOCIOFU01,FU Otaci 01,48.441655,27.789173,Open,Republic of Moldova,office,009-80858,009-80858
Republic of Moldova_MDAPLKOFU01_FU Palanka 01,MDAPLKOFU01,FU Palanka 01,46.41002,30.076175,Open,Republic of Moldova,office,009-80858,009-80858
Republic of North Macedonia_MKDSKOOCO01_CO Skopje 01,MKDSKOOCO01,CO Skopje 01,42.000077,21.387089,Active,Republic of North Macedonia,office,009-8095F,"009-8095F,009-80960"
Republic of North Macedonia_MKDSKOOCO02_CO Skopje 02,MKDSKOOCO02,CO Skopje 02,42.000207,21.387594,Active,Republic of North Macedonia,office,009-80966,009-80966
Republic of the Congo_COGBETOFO01_FO Betou 01,COGBETOFO01,FO Betou 01,3.059492,18.515968,Active,Republic of the Congo,office,009-80B5E,009-80B5E
Republic of the Congo_COGBRZOCO01_CO Brazzaville 01,COGBRZOCO01,CO Brazzaville 01,-4.272964,15.275093,Active,Republic of the Congo,office,009-8075B,009-8075B
Republic of the Congo_COGGMBOFO01_FO Gamboma 01,COGGMBOFO01,FO Gamboma 01,1.868361,15.885928,Active,Republic of the Congo,office,009-8078A,009-8078A
Romania_ROUBUCOCO01_CO Bucharest 01,ROUBUCOCO01,CO Bucharest 01,44.464666,26.083233,Open,Romania,office,009-80A52,009-80A52
Romania_ROUBUCOCO02_CO Bucharest 02,ROUBUCOCO02,CO Bucharest 02,44.468762,26.091359,Active,Romania,office,009-80880,009-80A52
Romania_ROUGALOFO01_FO Galati 01,ROUGALOFO01,FO Galati 01,45.431813,28.061221,Open,Romania,office,009-80A52,009-80A52
Romania_ROUIASOFU01_FU Iasi 01,ROUIASOFU01,FU Iasi 01,47.1594,27.58732,Closed,Romania,office,009-80A52,009-80A52
Romania_ROUSUCOFO01_FO Suceava 01,ROUSUCOFO01,FO Suceava 01,47.652905,26.252202,Open,Romania,office,009-80A52,009-80A52
Romania_ROUTIMOFU02_FU Timisoara 02,ROUTIMOFU02,FU Timisoara 02,45.779519,21.227652,Open,Romania,office,009-80A52,009-80A52
Russia_RUSMOSOCO01_CO Moscow 01,RUSMOSOCO01,CO Moscow 01,55.759113,37.602453,Open,Russia,office,009-80A52,009-80A52
Rwanda_RWAHUYOFO01_FO Huye 01,RWAHUYOFO01,FO Huye 01,-2.589477,29.746686,Active,Rwanda,office,009-808EC,009-808EC
Rwanda_RWAKBROFO01_FO Kabarore 01,RWAKBROFO01,FO Kabarore 01,-1.59035,30.23493,Active,Rwanda,office,009-80B8C,009-80B8C
Rwanda_RWAKIBOFO01_FO Kibuye 01,RWAKIBOFO01,FO Kibuye 01,-2.073207,29.336516,Active,Rwanda,office,009-80B80,009-80B80
Rwanda_RWAKIGOCO01_CO Kigali 01,RWAKIGOCO01,CO Kigali 01,-1.934954308,30.09925977,Active,Rwanda,office,009-80A40,009-80A40
Rwanda_RWAKIGOCO02_CO Kigali 02,RWAKIGOCO02,CO Kigali 02,-1.93495431,30.09925977,Open,Rwanda,office,,
Rwanda_RWAKRHOSO01_SO Kirehe 01,RWAKRHOSO01,SO Kirehe 01,-2.275252,30.664189,Active,Rwanda,office,009-80B87,009-80B87
Rwanda_RWANYMOFO01_FO Nyamata 01,RWANYMOFO01,FO Nyamata 01,-2.146056,30.094397,Active,Rwanda,office,009-809F0,009-809F0
Saudi Arabia_SAURIYOMC01_MC Riyadh 01,SAURIYOMC01,MC Riyadh 01,24.67413,46.6299,Active,Saudi Arabia,office,009-80759,009-80759
Senegal_SENDAKOMC01_MC Dakar 01,SENDAKOMC01,MC Dakar 01,14.702476,17.475589,Active,Senegal,office,009-80883,009-80883
Senegal_SENDAKORB01_RB Dakar 01,SENDAKORB01,RB Dakar 01,14.7397,-17.51539,Active,Senegal,office,009-80872,009-80872
Serbia_SRBBLGOCO01_CO Belgrade 01,SRBBLGOCO01,CO Belgrade 01,44.816651,20.420965,Active,Serbia,office,009-80871,009-80871
Serbia_SRBPRSOFU01_FU Presevo 01,SRBPRSOFU01,FU Presevo 01,42.301334,21.683063,Open,Serbia,office,,
Slovakia_SVKBTSONO01_NO Bratislava 01,SVKBTSONO01,NO Bratislava 01,48.147793,17.099687,Open,Slovakia,office,,
Slovakia_SVKKSCOFO01_FO Kosice 01,SVKKSCOFO01,FO Kosice 01,48.71847,21.247641,Open,Slovakia,office,,
Slovenia_SVNLJBOCO01_CO Ljubljana 01,SVNLJBOCO01,CO Ljubljana 01,46.05021,14.5008,Open,Slovenia,office,,
Somalia_SOMBAIOFU01_FU Baidoa 01,SOMBAIOFU01,FU Baidoa 01,3.102875,43.632891,Active,Somalia,office,009-80A29,009-80A29
Somalia_SOMBOSOFO01_FO Bossaso 01,SOMBOSOFO01,FO Bossaso 01,11.270944,49.17683,Active,Somalia,office,009-80DA1,009-80DA1
Somalia_SOMBRBOFU01_FU Berbera 01,SOMBRBOFU01,FU Berbera 01,10.423641,45.010622,Active,Somalia,office,009-80A1B,009-80A1B
Somalia_SOMDHOOFU01_FU Dhobley 01,SOMDHOOFU01,FU Dhobley 01,0.407586,40.999061,Active,Somalia,office,009-80A2B,009-80A2B
Somalia_SOMDOLOFU01_FU Dollow 01,SOMDOLOFU01,FU Dollow 01,4.159165,42.078553,Active,Somalia,office,009-80A2A,009-80A2A
Somalia_SOMGAAOSO01_SO Gaalkacyo 01,SOMGAAOSO01,SO Gaalkacyo 01,6.81483,47.426852,Active,Somalia,office,009-80A1A,009-80A1A
Somalia_SOMGRWOFU01_FU Garoowe 01,SOMGRWOFU01,FU Garoowe 01,8.400143,48.468516,Active,Somalia,office,009-80A19,009-80A19
Somalia_SOMHRGOSO01_SO Hargeysa 01,SOMHRGOSO01,SO Hargeysa 01,9.52262,44.07182,Active,Somalia,office,009-80A2C,009-80A2C
Somalia_SOMKSMOFO01_FO Kismaayo 01,SOMKSMOFO01,FO Kismaayo 01,-0.387005,42.460401,Active,Somalia,office,009-80A17,009-80A17
Somalia_SOMMOGOCO01_CO Mogadishu 01,SOMMOGOCO01,CO Mogadishu 01,2.091829,45.382928,Active,Somalia,office,009-808B2,009-808B2
South Africa_ZAFPREORB01_RB Pretoria 01,ZAFPREORB01,RB Pretoria 01,-25.774,28.23802,Active,South Africa,office,009-80DA7,009-80DA7
South Korea_KORSEOOCO01_CO Seoul 01,KORSEOOCO01,CO Seoul 01,37.566495,126.979415,Closed,South Korea,office,009-8083B,009-8083B
South Korea_KORSEOOCO02_CO Seoul 02,KORSEOOCO02,CO Seoul 02,37.560437,126.984188,Active,South Korea,office,009-8084D,009-8084D
South Sudan_SSDBNJOSO01_SO Bunj 01,SSDBNJOSO01,SO Bunj 01,9.9596,33.6962,Active,South Sudan,office,009-809F3,009-809F3
South Sudan_SSDBNTOFO01_FO Bentiu 01,SSDBNTOFO01,FO Bentiu 01,9.253,29.7882,Open,South Sudan,office,,
South Sudan_SSDBOROFO01_FO Bor 01,SSDBOROFO01,FO Bor 01,6.2272,31.5673,Active,South Sudan,office,009-80A50,009-80A50
South Sudan_SSDJAMOSO01_SO Jam Jang 01,SSDJAMOSO01,SO Jam Jang 01,9.9262,30.2913,Active,South Sudan,office,009-80DE8,009-80DE8
South Sudan_SSDJUBOCO01_CO Juba 01,SSDJUBOCO01,CO Juba 01,4.8511,31.5978,Active,South Sudan,office,009-808DB,009-808DB
South Sudan_SSDMALOFO01_FO Malakal 01,SSDMALOFO01,FO Malakal 01,9.549,31.648,Active,South Sudan,office,009-80A05,009-80A05
South Sudan_SSDTOTOFO01_FO Torit 01,SSDTOTOFO01,FO Torit 01,4.402801,32.591799,Active,South Sudan,office,009-808C7,009-808C7
South Sudan_SSDWAUOFO01_FO Wau 01,SSDWAUOFO01,FO Wau 01,7.71052,28.030215,Active,South Sudan,office,009-80A06,009-80A06
South Sudan_SSDYAMOFO01_FO Yambio 01,SSDYAMOFO01,FO Yambio 01,4.566,28.396,Active,South Sudan,office,009-80A07,009-80A07
South Sudan_SSDYDAOFO01_FO Yida 01,SSDYDAOFO01,FO Yida 01,10.1033,30.09,Open,South Sudan,office,,
South Sudan_SSDYEIOFO01_FO Yei 01,SSDYEIOFO01,FO Yei 01,4.084,30.662,Active,South Sudan,office,009-80B70,009-80B70
Spain_ESPALCOFU01_FU Algeciras 01,ESPALCOFU01,FU Algeciras 01,36.14277,-5.4467,Open,Spain,office,009-80834,009-80834
Spain_ESPMADOCO01_CO Madrid 01,ESPMADOCO01,CO Madrid 01,40.45214,-3.694416,Open,Spain,office,009-80834,009-80834
Spain_ESPMLAOFU01_FU Melilla 01,ESPMLAOFU01,FU Melilla 01,35.2936,-2.94006,Open,Spain,office,009-80834,009-80834
Spain_ESPMLGOFU01_FU Malaga 01,ESPMLGOFU01,FU Malaga 01,36.71872,-4.43223,Open,Spain,office,009-80834,009-80834
Spain_ESPPLMOFU01_FU Las Palmas 01,ESPPLMOFU01,FU Las Palmas 01,28.00318,-15.38918,Open,Spain,office,009-80834,009-80834
Sri Lanka_LKACLMOCO01_CO Colombo 01,LKACLMOCO01,CO Colombo 01,6.9271,79.8612,Active,Sri Lanka,office,009-8085A,009-8085A
Sudan_SDNABJOFU01_FU Abu Jubaiha 01,SDNABJOFU01,FU Abu Jubaiha 01,11.45723,31.230461,Closed,Sudan,office,,
Sudan_SDNDMZOFO01_FO Damazine 01,SDNDMZOFO01,FO Damazine 01,11.791455,34.344304,Open,Sudan,office,,
Sudan_SDNED OFO01_FO Ed Daein 01,SDNED OFO01,FO Ed Daein 01,11.46501593,26.12894351,Active,Sudan,office,009-80A1F,009-80A1F
Sudan_SDNEFAOSO01_SO El Fasher 01,SDNEFAOSO01,SO El Fasher 01,13.63200203,25.33088985,Active,Sudan,office,009-80A11,009-80A11
Sudan_SDNEFUOFO01_FO EL Fula 01,SDNEFUOFO01,FO EL Fula 01,11.71361,28.347745,Active,Sudan,office,009-80A26,009-80A26
Sudan_SDNEGNOFO01_FO El Geneina 01,SDNEGNOFO01,FO El Geneina 01,13.4321254,22.44513199,Active,Sudan,office,009-80A10,009-80A10
Sudan_SDNEOBOFU01_FU El Obeid 01,SDNEOBOFU01,FU El Obeid 01,13.189136,30.238452,Active,Sudan,office,009-80A20,009-80A20
Sudan_SDNGEDOSO01_SO Gedaref 01,SDNGEDOSO01,SO Gedaref 01,14.04598,35.388811,Active,Sudan,office,009-80DC2,009-80DC2
Sudan_SDNKADOSO01_SO Kadugli 01,SDNKADOSO01,SO Kadugli 01,11.011493,29.71318,Active,Sudan,office,009-80A21,009-80A21
Sudan_SDNKASOSO01_SO Kassala 01,SDNKASOSO01,SO Kassala 01,15.473318,36.40819,Active,Sudan,office,009-80A0F,009-80A0F
Sudan_SDNKEGOFO01_FO Khashm El Girba 01,SDNKEGOFO01,FO Khashm El Girba 01,14.958055,35.89573,Active,Sudan,office,009-80A18,009-80A18
Sudan_SDNKRTOCO01_CO Khartoum 01,SDNKRTOCO01,CO Khartoum 01,15.585012,32.539921,Active,Sudan,office,009-808B3,009-808B3
Sudan_SDNKSTOSO01_SO Kosti 01,SDNKSTOSO01,SO Kosti 01,13.142563,32.674959,Active,Sudan,office,009-80A22,009-80A22
Sudan_SDNNYAOFO01_FO Nyala 01,SDNNYAOFO01,FO Nyala 01,12.05457321,24.88994203,Active,Sudan,office,009-80A12,009-80A12
Sudan_SDNPSUOCO01_CO Port Sudan 01,SDNPSUOCO01,CO Port Sudan 01,19.3456,37.1233,Open,Sudan,office,,
Sudan_SDNWHFOFU01_FU Wadi Halfa 01,SDNWHFOFU01,FU Wadi Halfa 01,21.79368,31.36939,Open,Sudan,office,,
Sudan_SDNZALOFU01_FU Zalingei 01,SDNZALOFU01,FU Zalingei 01,12.90566897,23.48950168,Active,Sudan,office,009-80A1E,009-80A1E
Switzerland_CHEBRNOCO01_CO Bern 01,CHEBRNOCO01,CO Bern 01,46.939029,7.473338,Open,Switzerland,office,009-80B37,009-80B37
Switzerland_CHEGENOHQ01_HQ Geneva 01,CHEGENOHQ01,HQ Geneva 01,46.221106,6.140581,Active,Switzerland,office,009-80760,"009-80742,009-80760"
Syria_SYRALPOSO01_SO Aleppo 01,SYRALPOSO01,SO Aleppo 01,36.213511,37.116524,Active,Syria,office,009-80B1C,009-80B1C
Syria_SYRDAMOCO01_CO Damascus 01 (KS2),SYRDAMOCO01,CO Damascus 01 (KS2),33.49723,36.28275,Active,Syria,office,009-808E8,009-808E8
Syria_SYRDAMOCO02_CO Damascus 02 (KS3),SYRDAMOCO02,CO Damascus 02 (KS3),33.49723,36.28275,Active,Syria,office,009-808B1,009-808B1
Syria_SYRDAMOFO01_FO Damascus 01,SYRDAMOFO01,FO Damascus 01,33.49788,36.28279,Open,Syria,office,,
Syria_SYRDEZOFU01_FU Dez 01,SYRDEZOFU01,FU Dez 01,35.342952,40.190734,Open,Syria,office,,
Syria_SYRHOMOSO01_SO Homs 01,SYRHOMOSO01,SO Homs 01,34.724311,36.700361,Open,Syria,office,,
Syria_SYRLATOFU01_FU Latakia 01,SYRLATOFU01,FU Latakia 01,35.523103,35.802561,Open,Syria,office,,
Syria_SYRQAMGGH01_GH Qamishli 01,SYRQAMGGH01,GH Qamishli 01,37.046563,41.219687,Active,Syria,guest house,009-80DD5,009-80DD5
Syria_SYRQAMOSO01_SO Qamishli 01,SYRQAMOSO01,SO Qamishli 01,37.046563,41.221312,Active,Syria,office,009-809C4,009-809C4
Syria_SYRQAMOSO02_SO Qamishli 02,SYRQAMOSO02,SO Qamishli 02,37.046437,41.218063,Active,Syria,office,009-809AD,009-809AD
Syria_SYRSWDOFO01_FO Sweida 01,SYRSWDOFO01,FO Sweida 01,32.72585735,36.58077177,Active,Syria,office,009-809CB,009-809CB
Syria_SYRSWDOFO02_FO Sweida 02,SYRSWDOFO02,FO Sweida 02,32.723808,36.579384,Open,Syria,office,,
Syria_SYRTAROFO01_FO Tartous 01,SYRTAROFO01,FO Tartous 01,34.86096,35.904184,Active,Syria,office,009-809AC,009-809AC
Tajikistan_TJKDUSOCO01_CO Dushanbe 01,TJKDUSOCO01,CO Dushanbe 01,38.563808,68.801702,Active,Tajikistan,office,009-80A6F,009-80A6F
Tanzania_TZADAROCO01_CO Dar Es Salam 01,TZADAROCO01,CO Dar Es Salam 01,-6.750129,39.279035,Active,Tanzania,office,009-80839,009-80839
Tanzania_TZADODOFU01_FU Dodoma 01,TZADODOFU01,FU Dodoma 01,-6.155918,35.762619,Open,Tanzania,office,,
Tanzania_TZAKBDOFO01_FO Kibondo 01,TZAKBDOFO01,FO Kibondo 01,3.592929,30.717752,Active,Tanzania,office,009-80B7F,009-80B7F
