index,MSRP_ASSET_ID,INTERFACE_LINE_NUMBER,ASSET_BOOK,ASSET_NUMBER,ASSET_DESCRIPTION,TAG_NUMBER,MANUFACTURER,SERIAL_NUMBER,MODEL_,ASSET_TYPE,ASSET_COST,DATE_PLACED_IN_SERVICE,PRORATE_CONVENTION,ASSET_UNITS,ASSET_CATEGORY_SEGMENT1,ASSET_CATEGORY_SEGMENT2,INV_GROUP_DESC,PROFILE_DESC,CATEGORY_DESC,VENDOR_ID,VENDOR_NAME,VENDOR_CLASS,AR_NUM,POSTING_STATUS,QUEUE_NAME,ASSET_KEY_SEGMENT1,ASSET_KEY_SEGMENT2,ASSET_KEY_SEGMENT3,IN_PHYSICAL_INVENTORY,IN_USE,ASSET_OWNERSHIP,BOUGHT,DEPRECIATE,YTD_DEPRECIATION,DEPRECIATION_RESERVE,DEPRECIATION_METHOD_,LIFE_IN_MONTHS,INVOICE_COST,COST_CLEARING_ACCOU_SEGMENT1,COST_CLEARING_ACCOU_SEGMENT2,COST_CLEARING_ACCOU_SEGMENT3,COST_CLEARING_ACCOU_SEGMENT4,COST_CLEARING_ACCOU_SEGMENT5,COST_CLEARING_ACCOU_SEGMENT6,COST_CLEARING_ACCOU_SEGMENT7,COST_CLEARING_ACCOU_SEGMENT8,ATTRIBUTE2,ATTRIBUTE_DATE1,AI_ATTRIBUTE2,GROUP_ASSET_NUMBER,MSRP_CATEGORY_ID,MSRP_PROFILE_ID,MSRP_ITEM_ID,MSRP_ASSET_BOOK,MSRP_ASSET_ID_1,INTERFACE_LINE_NUMBER_1,ASSET_DESCRIPTION_,AR_NUM_1,UNIT_ASSIGNED,EMPLOYEE_EMAIL_ADDRESS,ASSET_LOCATION_SEGMENT1,ASSET_LOCATION_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT1,DEPRECIATION_EXP_ACC_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT3,DEPRECIATION_EXP_ACC_SEGMENT4,DEPRECIATION_EXP_ACC_SEGMENT5,DEPRECIATION_EXP_ACC_SEGMENT6,DEPRECIATION_EXP_ACC_SEGMENT7,DEPRECIATION_EXP_ACC_SEGMENT8
1937,578600,578600,UNHCR_ASSET_BOOK,578600,"GEN, PERKINS, 45 KVA PRIME",578600,FG WILSON (ENGINEERING) FZE,DK51533*U447842A,PERKINS 45 KVA,CAPITALIZED,16880,2017-01-20,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,34057,GOVERNMENT OF KENYA,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,0,16880,STL,60,16880,110,0,991010,0,0,0,0,0,,2017-01-20,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,578600,578600,"GEN, PERKINS, 45 KVA PRIME",,1, ,KEN-TUR-KAK-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1938,578601,578601,UNHCR_ASSET_BOOK,578601,"GEN, PERKINS, 45 KVA PRIME",578601,FG WILSON (ENGINEERING) FZE,DK82670*U459864A,PERKINS 50 KVA,CAPITALIZED,17788,2017-01-20,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,18968,PEACE WINDS JAPAN,P, ,POST,POST,OTHER,18968,DAMAGED,YES,YES,OWNED,NEW,YES,0,17788,STL,60,17788,110,0,991010,0,0,0,0,0,,2017-01-20,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,578601,578601,"GEN, PERKINS, 45 KVA PRIME",,1, ,KEN-TUR-KAK-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2944,578602,578602,UNHCR_ASSET_BOOK,578602,"GEN, PERKINS, 45 KVA PRIME",578602,FG WILSON (ENGINEERING) FZE,DK82670*U459861A,PERKINS 50 KVA,CAPITALIZED,17788,2017-01-20,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,18968,PEACE WINDS JAPAN,P, ,POST,POST,OTHER,18968,IN SERVICE,YES,YES,OWNED,NEW,YES,0,17788,STL,60,17788,110,0,991010,0,0,0,0,0,,2017-01-20,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,578602,578602,"GEN, PERKINS, 45 KVA PRIME",,1, ,KEN-TUR-KAK-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1939,578603,578603,UNHCR_ASSET_BOOK,578603,"GEN, PERKINS, 60 KVA PRIME POW",578603,FG WILSON (ENGINEERING) FZE,DK82670*S000905B,PERKINS 60 KVA,CAPITALIZED,18900,2017-01-20,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,24117,KENYA RED CROSS SOCIETY,P, ,POST,POST,OTHER,24117,IN SERVICE,YES,YES,OWNED,NEW,YES,0,18900,STL,60,18900,110,0,991010,0,0,0,0,0,,2017-01-20,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,578603,578603,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,KEN-TUR-KAK-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2945,578604,578604,UNHCR_ASSET_BOOK,578604,"PERKINS GEN 100 KVA, WATER COO",578604,FG WILSON (ENGINEERING) FZE,RJ51555*R025060B,PERKINS 100 KVA,CAPITALIZED,27396,2017-01-20,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,265143,DEPARTMENT OF REFUGEE SERVICES,P, ,POST,POST,OTHER,265143,IN SERVICE,YES,YES,OWNED,NEW,YES,0,27396,STL,60,27396,110,0,991010,0,0,0,0,0,,2017-01-20,EP-GN-10050, ,505,GENERAT_60,5645,UNHCR,578604,578604,"PERKINS GEN 100 KVA, WATER COO",,1, ,KEN-TUR-KAK-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3407,578606,578606,UNHCR_ASSET_BOOK,578606,"PERKINS GEN 100 KVA, WATER COO",578606,FG WILSON (ENGINEERING) FZE,RJ51555*R025064B,PERKINS 100 KVA,CAPITALIZED,27396,2017-01-20,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,33505,KAKUMA MISSION HOSPITAL,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,0,27396,STL,60,27396,110,0,991010,0,0,0,0,0,,2017-01-20,EP-GN-10050, ,505,GENERAT_60,5645,UNHCR,578606,578606,"PERKINS GEN 100 KVA, WATER COO",,1, ,KEN-TUR-KAK-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2972,582328,582328,UNHCR_ASSET_BOOK,582328,GENERATOR,582328, ,31314092841, ,CAPITALIZED,1237.11,2016-07-10,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,1237.11,STL,60,1237.11,110,0,991010,0,0,0,0,0,,2016-07-10,EP-GN-10009, ,503,STI_60,7567,STI,582328,582328,GENERATOR,,1, ,SYR-HOM-HOM-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1954,582340,582340,UNHCR_ASSET_BOOK,582340,"GENERATOR, PERKINS, 100 KVA",582340, ,R151175U619269A, ,CAPITALIZED,24170,2016-10-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,24170,STL,60,24170,110,0,991010,0,0,0,0,0,,2016-10-13,EP-GN-10003, ,504,GENERAT_60,6163,UNHCR,582340,582340,"GENERATOR, PERKINS, 100 KVA",,1, ,SYR-ALX-QAM-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2973,582416,582416,UNHCR_ASSET_BOOK,582416,"GENERATOR, 45 KVA, PRIME",582416, ,DK32037U479136B, ,CAPITALIZED,14950,2017-01-30,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,14950,STL,60,14950,110,0,991010,0,0,0,0,0,,2017-01-30,EP-GN-10045, ,505,GENERAT_60,8051,UNHCR,582416,582416,"GENERATOR, 45 KVA, PRIME",,1, ,SYR-ALX-QAM-BXX-001,HOL CAMP,110,0,711020,0,0,0,0,0
1955,582417,582417,UNHCR_ASSET_BOOK,582417,"GENERATOR, 45 KVA, PRIME",582417, ,DK32037U479155B, ,CAPITALIZED,14950,2017-01-30,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,14950,STL,60,14950,110,0,991010,0,0,0,0,0,,2017-01-30,EP-GN-10045, ,505,GENERAT_60,8051,UNHCR,582417,582417,"GENERATOR, 45 KVA, PRIME",,1, ,SYR-ALX-QAM-BXX-001,HOL CAMP,110,0,711020,0,0,0,0,0
3427,582418,582418,UNHCR_ASSET_BOOK,582418,"PERKINS GEN 500 KVA, WATER COO",582418, ,MGBF5083N03554B, ,CAPITALIZED,67150,2017-03-27,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,67150,STL,60,67150,110,0,991010,0,0,0,0,0,,2017-03-27,, ,505,GENERAT_60,5649,UNHCR,582418,582418,"PERKINS GEN 500 KVA, WATER COO",,1, ,SYR-DAM-DAM-BXX-001,SYRDAKS,110,0,711020,0,0,0,0,0
2923,597479,597479,UNHCR_ASSET_BOOK,597479,GENERATOR,597479,AKS50-L,15005741,1004G14,CAPITALIZED,8893.73,2017-02-28,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,170474,Mr. Mohammad Reza MALAKOOTI,L, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,0,8893.73,STL,60,8893.73,110,0,991010,0,0,0,0,0,,2017-02-28,EP-GN-10009, ,503,STI_60,7567,STI,597479,597479,GENERATOR,,1, ,IRN-TEH-TEH-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3442,606594,606594,UNHCR_ASSET_BOOK,606594,GENERATOR,606594, ,A1604000170, ,CAPITALIZED,785.55,2016-11-22,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,224420,ARRIAGA KLINGER John Mario,E,10050415,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,0,785.55,STL,60,785.55,110,0,991010,0,0,0,0,0,,2016-11-22,EP-GN-10009, ,503,STI_60,7567,STI,606594,606594,GENERATOR,10050415,1,ARRIAGAK@unhcr.org,COL-CHO-QUI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3443,606698,606698,UNHCR_ASSET_BOOK,606698,"GENERATOR, POWERLINK, 30KVAM",606698, ,08021346PK65MA04, ,CAPITALIZED,14612.92,2016-12-30,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,14612.92,STL,60,14612.92,110,0,991010,0,0,0,0,0,,2016-12-30,EP-GN-10132, ,505,GENERAT_60,6411,UNHCR,606698,606698,"GENERATOR, POWERLINK, 30KVA
M",,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2947,606699,606699,UNHCR_ASSET_BOOK,606699,"GENERATOR, POWERLINK, 30KVAM",606699, ,MA05, ,CAPITALIZED,14612.92,2016-12-30,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,14612.92,STL,60,14612.92,110,0,991010,0,0,0,0,0,,2016-12-30,EP-GN-10132, ,505,GENERAT_60,6411,UNHCR,606699,606699,"GENERATOR, POWERLINK, 30KVA
M",,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1965,606700,606700,UNHCR_ASSET_BOOK,606700,"GENERATOR, VM MOTORI, 15 KVA",606700, ,06010216PK43MA15, ,CAPITALIZED,9627.34,2016-12-30,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,9627.34,STL,60,9627.34,110,0,991010,0,0,0,0,0,,2016-12-30,EP-GN-10033, ,503,STI_60,6501,STI,606700,606700,"GENERATOR, VM MOTORI, 15 KVA",,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1966,607481,607481,UNHCR_ASSET_BOOK,607481,"GENERATOR 10 KWA, DIESEL",607481,PERKINS,572454A,10KVA,CAPITALIZED,8300,2016-12-27,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,8300,STL,60,8300,110,0,991010,0,0,0,0,0,,2016-12-27,EP-GN-10127, ,503,STI_60,6451,STI,607481,607481,"GENERATOR 10 KWA, DIESEL",,1, ,LBR-MON-MON-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2948,607494,607494,UNHCR_ASSET_BOOK,607494,"GEN, PERKINS, 45 KVA PRIME",607494,PERKINS,1608-092160825-0427,45kVA,CAPITALIZED,12591,2017-02-09,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,81177,AFRICAN INITIATIVE FOR RELIEF AND DEVELO,P, ,POST,POST,OTHER,81177,IN SERVICE,YES,YES,OWNED,NEW,YES,0,12591,STL,60,12591,110,0,991010,0,0,0,0,0,,2017-02-09,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,607494,607494,"GEN, PERKINS, 45 KVA PRIME",,1, ,LBR-NIM-SAC-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1967,607495,607495,UNHCR_ASSET_BOOK,607495,"GEN, PERKINS, 45 KVA PRIME",607495,PERKINS,1608-092160825-0428,45kVA,CAPITALIZED,12591,2017-02-09,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,128956,AFRICAN INITIATIVE FOR RELIEF AND DEVELO,P, ,POST,POST,OTHER,128956,IN SERVICE,YES,YES,OWNED,NEW,YES,0,12591,STL,60,12591,110,0,991010,0,0,0,0,0,,2017-02-09,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,607495,607495,"GEN, PERKINS, 45 KVA PRIME",,1, ,LBR-GRA-ZWE-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1968,607496,607496,UNHCR_ASSET_BOOK,607496,"GEN, PERKINS, 45 KVA PRIME",607496,PERKINS,1608-092160825-0429,45kVA,CAPITALIZED,12591,2017-02-09,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,128956,AFRICAN INITIATIVE FOR RELIEF AND DEVELO,P, ,POST,POST,OTHER,128956,IN SERVICE,YES,YES,OWNED,NEW,YES,0,12591,STL,60,12591,110,0,991010,0,0,0,0,0,,2017-02-09,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,607496,607496,"GEN, PERKINS, 45 KVA PRIME",,1, ,LBR-MON-MON-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2949,607497,607497,UNHCR_ASSET_BOOK,607497,"GEN, PERKINS, 45 KVA PRIME",607497,PERKINS,1608-092160825-0430,45kVA,CAPITALIZED,12591,2017-02-09,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,12591,STL,60,12591,110,0,991010,0,0,0,0,0,,2017-02-09,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,607497,607497,"GEN, PERKINS, 45 KVA PRIME",,1, ,LBR-GRA-ZWE-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3444,607498,607498,UNHCR_ASSET_BOOK,607498,"GEN, PERKINS, 45 KVA PRIME",607498,PERKINS,1608-092160825-0431,45kVA,CAPITALIZED,12591,2017-02-09,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,419.7,12591,STL,60,12591,110,0,991010,0,0,0,0,0,,2017-02-09,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,607498,607498,"GEN, PERKINS, 45 KVA PRIME",,1, ,LBR-GRA-ZWE-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1974,616590,616590,UNHCR_ASSET_BOOK,616590,"GENERATOR, DEUTZ, 15 KVA",616590, ,1865994, ,CAPITALIZED,11256.554,2016-10-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,AIR COOLED POWER GENERATORS,38520,CARITAS COTE D'IVOIRE,P, ,POST,POST,OTHER,38520,IN SERVICE,YES,YES,OWNED,NEW,YES,0,11256.554,STL,60,11256.554,110,0,991010,0,0,0,0,0,,2016-10-13,, ,504,STI_60,7892,STI,616590,616590,"GENERATOR, DEUTZ, 15 KVA",,1, ,CIV-BAS-TAB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2917,616591,616591,UNHCR_ASSET_BOOK,616591,"GENERATOR, DEUTZ, 15 KVA",616591, ,1865999, ,CAPITALIZED,9456.544,2016-10-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,AIR COOLED POWER GENERATORS,38520,CARITAS COTE D'IVOIRE,P, ,POST,POST,OTHER,38520,IN SERVICE,YES,YES,OWNED,NEW,YES,0,9456.544,STL,60,9456.544,110,0,991010,0,0,0,0,0,,2016-10-13,, ,504,STI_60,7892,STI,616591,616591,"GENERATOR, DEUTZ, 15 KVA",,1, ,CIV-BAS-TAB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1975,616592,616592,UNHCR_ASSET_BOOK,616592,"GENERATOR, DEUTZ, 15 KVA",616592, ,1866012, ,CAPITALIZED,9456.554,2016-10-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,AIR COOLED POWER GENERATORS,37017,Service d aide  d Assistance au Refugie,P, ,POST,POST,OTHER,37017,IN SERVICE,YES,YES,OWNED,NEW,YES,0,9456.554,STL,60,9456.554,110,0,991010,0,0,0,0,0,,2016-10-13,, ,504,STI_60,7892,STI,616592,616592,"GENERATOR, DEUTZ, 15 KVA",,1, ,CIV-DIS-ABI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2918,616593,616593,UNHCR_ASSET_BOOK,616593,"GENERATOR, DEUTZ, 15 KVA",616593, ,1865998, ,CAPITALIZED,9456.544,2016-10-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,9456.544,STL,60,9456.544,110,0,991010,0,0,0,0,0,,2016-10-13,, ,504,STI_60,7892,STI,616593,616593,"GENERATOR, DEUTZ, 15 KVA",,1, ,CIV-MON-GUI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2936,617110,617110,UNHCR_ASSET_BOOK,617110,"GENERATOR, POWERLINK, 30KVAM",617110,PERKINS,FE09835,PGK30240,CAPITALIZED,13202.26,2016-10-27,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,13202.26,STL,60,13202.26,110,0,991010,0,0,0,0,0,,2016-10-27,EP-GN-10132, ,505,GENERAT_60,6411,UNHCR,617110,617110,"GENERATOR, POWERLINK, 30KVA
M",,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2937,617161,617161,UNHCR_ASSET_BOOK,617161,"GENERATOR, PERKINS, WC/60 KVA",617161, ,150035119PKW4A27, ,CAPITALIZED,20630.005,2016-12-30,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,20630.01,STL,60,20630.005,110,0,991010,0,0,0,0,0,,2016-12-30,EP-GN-10065, ,505,GENERAT_60,5082,UNHCR,617161,617161,"GENERATOR, PERKINS, WC/60 KVA",,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1886,617162,617162,UNHCR_ASSET_BOOK,617162,"GENERATOR, PERKINS, WC/60 KVA",617162, ,151246030PKW6A13, ,CAPITALIZED,20630.005,2016-12-30,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,20630.01,STL,60,20630.005,110,0,991010,0,0,0,0,0,,2016-12-30,EP-GN-10065, ,505,GENERAT_60,5082,UNHCR,617162,617162,"GENERATOR, PERKINS, WC/60 KVA",,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1940,617871,617871,UNHCR_ASSET_BOOK,617871,SOLAR POWER SYSTEM OFFGRID 40K,617871, ,PV 100 WC, ,CAPITALIZED,15836.19,2017-02-08,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,OTHER EQUIPMENT 60,SOLAR GENERATORS/ SUPPLIES,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,15836.19,STL,60,15836.19,110,0,991010,0,0,0,0,0,,2017-02-08,EP-SO-10001, ,506,OTHER_60,6711,UNHCR,617871,617871,SOLAR POWER SYSTEM OFFGRID 40K,,1, ,SEN-DAK-DAK-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
1957,624361,624361,UNHCR_ASSET_BOOK,624361,GENERATOR,624361, ,KDE6500T3T16801844,KDE6500,CAPITALIZED,1771.869,2017-01-23,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,181564,Gog Woreda Administration,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,0,1771.869,STL,60,1771.869,110,0,991010,0,0,0,0,0,,2017-01-23,EP-GN-10009, ,503,STI_60,7567,STI,624361,624361,GENERATOR,,1, ,ETH-GAM-GAM-BXX-001,GAM 1,110,0,711020,0,0,0,0,0
1958,624362,624362,UNHCR_ASSET_BOOK,624362,GENERATOR,624362, ,KDE6500T3T16801846,KDE6500,CAPITALIZED,1771.869,2017-01-23,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,1771.869,STL,60,1771.869,110,0,991010,0,0,0,0,0,,2017-01-23,EP-GN-10009, ,503,STI_60,7567,STI,624362,624362,GENERATOR,,1, ,ETH-GAM-GAM-BXX-001,AHADA WHS,110,0,711020,0,0,0,0,0
1959,624363,624363,UNHCR_ASSET_BOOK,624363,GENERATOR,624363, ,KDE6500T3T16801847,KDE6500,CAPITALIZED,1771.879,2017-01-23,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,1771.879,STL,60,1771.879,110,0,991010,0,0,0,0,0,,2017-01-23,EP-GN-10009, ,503,STI_60,7567,STI,624363,624363,GENERATOR,,1, ,ETH-GAM-GAM-BXX-001,AHADA WHS,110,0,711020,0,0,0,0,0
1960,624364,624364,UNHCR_ASSET_BOOK,624364,GENERATOR,624364, ,KDE6500T3T16801850,KDE6500,CAPITALIZED,1771.869,2017-01-23,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,1771.869,STL,60,1771.869,110,0,991010,0,0,0,0,0,,2017-01-23,EP-GN-10009, ,503,STI_60,7567,STI,624364,624364,GENERATOR,,1, ,ETH-GAM-GAM-BXX-001,GAM 1,110,0,711020,0,0,0,0,0
